,numberOfJavaFiles,countLineCode/numberOfJavaFiles,SumCyclomaticStrict/CountDeclMethod,readability
googlesamples\\android-ActiveNotifications,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=10.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0008845671563049162, z=3.3248796311150137, Tau=0.47058823529411764, s=72.0, var_s=456.0, slope=0.0, intercept=49.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.15712974084551923, z=1.4147911460452758, Tau=0.23529411764705882, s=36.0, var_s=612.0, slope=0.0, intercept=1.2923076923076924)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.00010772451933007688)"
googlesamples\\android-ActionBarCompat-Styled,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0003243804740269418, z=-3.5950089108131444, Tau=-0.38, s=-114.0, var_s=988.0, slope=0.0, intercept=24.5)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0003243804740269418, z=3.5950089108131444, Tau=0.38, s=114.0, var_s=988.0, slope=0.0, intercept=0.0018525210907682774)"
googlesamples\\android-ActionBarCompat-ListPopupMenu,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=58.25)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.1666666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0001360264717344961, z=3.815283865906128, Tau=0.40923076923076923, s=133.0, var_s=1197.0, slope=0.0, intercept=0.003945116506656632)"
googlesamples\\android-ActionBarCompat-Basic,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0001360264717344961, z=-3.815283865906128, Tau=-0.40923076923076923, s=-133.0, var_s=1197.0, slope=0.0, intercept=25.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.1666666666666667)","Mann_Kendall_Test(trend='increasing', h=True, p=0.0001360264717344961, z=3.815283865906128, Tau=0.40923076923076923, s=133.0, var_s=1197.0, slope=0.0, intercept=0.0021951205562800173)"
googlesamples\\android-key-attestation,"Mann_Kendall_Test(trend='increasing', h=True, p=2.941389241062353e-07, z=5.127164228079966, Tau=0.7761904761904762, s=163.0, var_s=998.3333333333334, slope=0.4494949494949495, intercept=4.505050505050505)","Mann_Kendall_Test(trend='no trend', h=False, p=0.5646002374432335, z=0.5760221094612908, Tau=0.09523809523809523, s=20.0, var_s=1088.0, slope=0.10101010101010602, intercept=100.91297591297587)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2874629572018357, z=-1.063703679245954, Tau=-0.17142857142857143, s=-36.0, var_s=1082.6666666666667, slope=-0.00676198801198798, intercept=1.799762737262737)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10962779658778543, z=-1.5998683290126563, Tau=-0.1761904761904762, s=-37.0, var_s=506.3333333333333, slope=0.0, intercept=0.0)"
googlesamples\\android-play-places,"Mann_Kendall_Test(trend='increasing', h=True, p=6.736175111266007e-06, z=4.501858731920317, Tau=0.5566666666666666, s=167.0, var_s=1359.6666666666667, slope=0.8421052631578947, intercept=34.89473684210526)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0002737800863497064, z=-3.6389235190427907, Tau=-0.5166666666666667, s=-155.0, var_s=1791.0, slope=-0.1444444444444386, intercept=65.77777777777771)","Mann_Kendall_Test(trend='no trend', h=False, p=0.12187738431326212, z=-1.5469413689881553, Tau=-0.21, s=-63.0, var_s=1606.3333333333333, slope=0.0, intercept=1.4724637681159418)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0028145515668116516, z=-2.987298073964777, Tau=-0.37333333333333335, s=-112.0, var_s=1380.6666666666667, slope=0.0, intercept=0.011574960828551816)"
googlesamples\\android-AccelerometerPlay,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=264.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.6363636363636365)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-play-awareness,"Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.5, intercept=2.25)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.16666666666666666, s=1.0, var_s=7.666666666666667, slope=18.166666666666668, intercept=81.75)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.16666666666666666, s=1.0, var_s=7.666666666666667, slope=0.21568627450980393, intercept=0.9705882352941178)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\leanback-assistant,"Mann_Kendall_Test(trend='no trend', h=False, p=0.08136112923407546, z=-1.7428425057933377, Tau=-0.47619047619047616, s=-10.0, var_s=26.666666666666668, slope=0.0, intercept=18.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.027248440892305936, z=2.207940216581962, Tau=0.6666666666666666, s=14.0, var_s=34.666666666666664, slope=0.055555555555542924, intercept=71.72222222222227)","Mann_Kendall_Test(trend='no trend', h=False, p=0.08136112923407546, z=-1.7428425057933377, Tau=-0.47619047619047616, s=-10.0, var_s=26.666666666666668, slope=0.0, intercept=1.2116788321167884)","Mann_Kendall_Test(trend='no trend', h=False, p=0.056738221375193465, z=-1.9053220464898675, Tau=-0.6190476190476191, s=-13.0, var_s=39.666666666666664, slope=-9.98765129488457e-05, intercept=0.0016806954810901066)"
googlesamples\\android-play-safetynet,"Mann_Kendall_Test(trend='increasing', h=True, p=0.00010677384666601952, z=3.8746595996276905, Tau=0.5421052631578948, s=103.0, var_s=693.0, slope=0.06666666666666667, intercept=11.366666666666667)","Mann_Kendall_Test(trend='no trend', h=False, p=0.5744625094540454, z=-0.5614915202144439, Tau=-0.09473684210526316, s=-18.0, var_s=916.6666666666666, slope=0.0, intercept=57.0)","Mann_Kendall_Test(trend='increasing', h=True, p=8.650628540163297e-07, z=4.920085793164443, Tau=0.7789473684210526, s=148.0, var_s=892.6666666666666, slope=0.005808627581612283, intercept=1.350223443380089)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.04490425655460606, z=-2.0055502294778185, Tau=-0.3, s=-57.0, var_s=779.6666666666666, slope=0.0, intercept=8.977043277506408e-05)"
googlesamples\\account-transfer-api,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=7.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=3.5, intercept=56.64285714285714)","Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=0.004608294930875556, intercept=1.576036866359447)","Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=-0.6123724356957945, Tau=-0.6666666666666666, s=-2.0, var_s=2.6666666666666665, slope=-0.0003559763385315561, intercept=0.004111870952848611)"
googlesamples\\android-SimpleMediaPlayer,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=4.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=91.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.3673469387755102)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.08187977969646454)"
googlesamples\\android-fido,"Mann_Kendall_Test(trend='decreasing', h=True, p=0.00032828302713050483, z=-3.5918942837247516, Tau=-0.5146198830409356, s=-88.0, var_s=586.6666666666666, slope=-0.17647058823529413, intercept=6.588235294117647)","Mann_Kendall_Test(trend='increasing', h=True, p=4.645312584150574e-06, z=4.5802001085728845, Tau=0.7543859649122807, s=129.0, var_s=781.0, slope=6.625, intercept=167.575)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0024505186184282657, z=-3.0293853904207193, Tau=-0.49122807017543857, s=-84.0, var_s=750.6666666666666, slope=-0.0006304286915104207, intercept=1.9707901372933614)","Mann_Kendall_Test(trend='decreasing', h=True, p=2.6334514221515448e-05, z=-4.20304763529492, Tau=-0.672514619883041, s=-115.0, var_s=735.6666666666666, slope=-0.02595043579737345, intercept=0.30054929256439206)"
googlesamples\\android-WearStandaloneGoogleSignIn,"Mann_Kendall_Test(trend='no trend', h=False, p=0.6625205835400574, z=-0.4364357804719848, Tau=-0.2, s=-3.0, var_s=21.0, slope=0.0, intercept=1.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.6625205835400574, z=-0.4364357804719848, Tau=-0.2, s=-3.0, var_s=21.0, slope=0.0, intercept=50.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.6625205835400574, z=-0.4364357804719848, Tau=-0.2, s=-3.0, var_s=21.0, slope=0.0, intercept=0.75)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-WearOAuth,"Mann_Kendall_Test(trend='no trend', h=False, p=0.23303798227390526, z=-1.1925695879998879, Tau=-0.32142857142857145, s=-9.0, var_s=45.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.3848207735230651, z=-0.8690481892534817, Tau=-0.25, s=-7.0, var_s=47.666666666666664, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.23303798227390526, z=-1.1925695879998879, Tau=-0.32142857142857145, s=-9.0, var_s=45.0, slope=0.0, intercept=0.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-unsplash,"Mann_Kendall_Test(trend='increasing', h=True, p=0.007250426172139779, z=2.685117730505889, Tau=0.2897897897897898, s=193.0, var_s=5113.0, slope=0.05263157894736842, intercept=11.052631578947368)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2765536812322418, z=-1.088093843677532, Tau=-0.12612612612612611, s=-84.0, var_s=5818.666666666667, slope=-0.15301474840948467, intercept=62.039979757085014)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010399849098140956, z=2.562243114734729, Tau=0.29429429429429427, s=196.0, var_s=5792.0, slope=0.0007614683368163667, intercept=1.2971043807481162)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2110359207394692, z=1.2507220008688424, Tau=0.14414414414414414, s=96.0, var_s=5769.333333333333, slope=0.0006243205283570944, intercept=0.03433909838539403)"
googlesamples\\android-codelab-watchface,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=5.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=198.8)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.6296296296296295)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\android-OurStreets,"Mann_Kendall_Test(trend='no trend', h=False, p=0.3260230464258509, z=-0.9821559067074769, Tau=-0.24444444444444444, s=-11.0, var_s=103.66666666666667, slope=0.0, intercept=25.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.41389575813956925, z=-0.8170571691028833, Tau=-0.2222222222222222, s=-10.0, var_s=121.33333333333333, slope=-0.0799999999999983, intercept=64.45692307692306)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.03322231881918447, z=-2.1293862294768684, Tau=-0.5333333333333333, s=-24.0, var_s=116.66666666666667, slope=-0.005617977528090012, intercept=1.336025280898877)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0032142596578448313, z=-2.9464677201224307, Tau=-0.6888888888888889, s=-31.0, var_s=103.66666666666667, slope=-0.0006855757536071011, intercept=0.03804945432519439)"
googlesamples\\android-WearCompanionLibrary,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=20.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.000600273923386796, z=3.4314906044332187, Tau=0.7424242424242424, s=49.0, var_s=195.66666666666666, slope=0.2875, intercept=144.59375)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.03197831081500713, z=-2.144681627770762, Tau=-0.4696969696969697, s=-31.0, var_s=195.66666666666666, slope=-0.000739189428352322, intercept=1.5677062824345698)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=6.467497951234691e-05)"
googlesamples\\android-gcmnetworkmanager,"Mann_Kendall_Test(trend='no trend', h=False, p=0.19043026382552397, z=1.3093073414159544, Tau=0.25, s=7.0, var_s=21.0, slope=0.0, intercept=2.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.013417541070915195, z=2.4724901510764026, Tau=0.6785714285714286, s=19.0, var_s=53.0, slope=1.875, intercept=90.1875)","Mann_Kendall_Test(trend='increasing', h=True, p=0.013417541070915195, z=2.4724901510764026, Tau=0.6785714285714286, s=19.0, var_s=53.0, slope=0.02395833333333336, intercept=1.4307291666666666)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\identity-toolkit-android,"Mann_Kendall_Test(trend='no trend', h=False, p=0.10498562654568078, z=1.6211492836873473, Tau=0.06451612903225806, s=30.0, var_s=320.0, slope=0.0, intercept=3.0)","Mann_Kendall_Test(trend='decreasing', h=True, p=0.0011236483839760503, z=-3.257584399876862, Tau=-0.3634408602150538, s=-169.0, var_s=2659.6666666666665, slope=0.0, intercept=40.333333333333336)","Mann_Kendall_Test(trend='increasing', h=True, p=3.932633626080317e-06, z=4.614911233158888, Tau=0.513978494623656, s=239.0, var_s=2659.6666666666665, slope=0.002525252525252523, intercept=1.628787878787879)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10498562654568078, z=1.6211492836873473, Tau=0.06451612903225806, s=30.0, var_s=320.0, slope=0.0, intercept=0.09442270795504253)"
googlesamples\\android-WclDemoSample,"Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=14.0)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=101.64285714285714)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=1.5982142857142858)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0001484486534276844)"
googlesamples\\attendee-checkin,"Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=7.5, intercept=33.75)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=16.314814814814813, intercept=73.41666666666666)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.30075187969924816, intercept=1.3533834586466167)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.0022437637507984483, intercept=0.010096936878593019)"
googlesamples\\android-play-games-in-motion,"Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=31.0)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=115.74193548387095)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=1.5052631578947369)","Mann_Kendall_Test(trend='no trend', h=False, p=0.2415665869689727, z=1.1710800875382399, Tau=0.3333333333333333, s=5.0, var_s=11.666666666666666, slope=0.0, intercept=0.0029954765857602922)"
googlesamples\\androidtv-daydream,"Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=2.1666666666666665, intercept=9.75)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=6.025641025641025, intercept=27.11538461538461)","Mann_Kendall_Test(trend='no trend', h=False, p=0.37109336952269745, z=0.8944271909999159, Tau=0.5, s=3.0, var_s=5.0, slope=0.22340425531914895, intercept=1.0053191489361701)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0.0, Tau=0.16666666666666666, s=1.0, var_s=7.666666666666667, slope=0.002461680636117354, intercept=0.011077562862528093)"
googlesamples\\androidtv-VisualGameController,"Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=2.5, intercept=2.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=85.5, intercept=85.5)","Mann_Kendall_Test(trend='no trend', h=False, p=0.54029137460742, z=0.6123724356957945, Tau=0.6666666666666666, s=2.0, var_s=2.6666666666666665, slope=1.0847457627118646, intercept=1.0847457627118646)","Mann_Kendall_Test(trend='no trend', h=False, p=1.0, z=0, Tau=0.0, s=0.0, var_s=0.0, slope=0.0, intercept=0.0)"
googlesamples\\androidtv-GameController,"Mann_Kendall_Test(trend='no trend', h=False, p=0.4067868333984652, z=-0.8295613557843402, Tau=-0.2, s=-9.0, var_s=93.0, slope=0.0, intercept=13.0)","Mann_Kendall_Test(trend='increasing', h=True, p=0.010695416006747838, z=2.552495926943609, Tau=0.6444444444444445, s=29.0, var_s=120.33333333333333, slope=5.591880341880343, intercept=102.7596153846154)","Mann_Kendall_Test(trend='no trend', h=False, p=0.10082020163840166, z=-1.6408902387494628, Tau=-0.4222222222222222, s=-19.0, var_s=120.33333333333333, slope=-0.06438241557651359, intercept=2.4301580851792677)","Mann_Kendall_Test(trend='no trend', h=False, p=0.7693418868791995, z=-0.2932358456029836, Tau=-0.08888888888888889, s=-4.0, var_s=104.66666666666667, slope=0.0, intercept=4.8657740430476566e-05)"
googlesamples\\android-google-accounts,"Mann_Kendall_Test(trend='increasing', h=True, p=0.002635812251771119, z=3.007298012521691, Tau=0.5909090909090909, s=39.0, var_s=159.66666666666666, slope=0.26785714285714285, intercept=0.5267857142857144)","Mann_Kendall_Test(trend='no trend', h=False, p=0.4813214378078352, z=-0.7041787902195303, Tau=-0.16666666666666666, s=-11.0, var_s=201.66666666666666, slope=-0.09166666666666667, intercept=109.25416666666666)","Mann_Kendall_Test(trend='no trend', h=False, p=0.35392848511926456, z=-0.9269962426559802, Tau=-0.21212121212121213, s=-14.0, var_s=196.66666666666666, slope=-0.009877873563218415, intercept=1.8190341869506423)","Mann_Kendall_Test(trend='no trend', h=False, p=0.14750139990263267, z=1.4484136487558028, Tau=0.16666666666666666, s=11.0, var_s=47.666666666666664, slope=0.0, intercept=0.24073445796966556)"
